A3,1.0.0,Accurate, Adaptable, and Accessible Error Metrics for Predictive Models
SightabilityModel,1.3,Wildlife Sightability Modeling 
sigloc,0.0.4,Signal Location Estimation 
sigmoid,0.2.1,Sigmoid Functions for Machine Learning 
signal,0.7-6,Signal Processing 
signalHsmm,1.4,Predict Presence of Signal Peptides 
SignifReg,1.0,Significant Variable Selection in Linear Regression 
signmedian.test,1.5.1,Perform Exact Sign Test and Asymptotic Sign Test in Large Samples
SigOptR,0.0.1,R API Wrapper for SigOpt 
sigora,2.0.1,Signature Overrepresentation Analysis 
sigr,0.1.6,Format Significance Summaries for Reports 
SigTree,1.10.5,Identify and Visualize Significantly Responsive Branches in a Phylogenetic Tree
SII,1.0.3,Calculate ANSI S3.5-1997 Speech Intelligibility Index 
Sim.DiffProc,3.7,Simulation of Diffusion Processes 
simba,0.3-5,A Collection of functions for similarity analysis of vegetation data
simboot,0.2-6,Simultaneous Inference for Diversity Indices 
simcausal,0.5.3,Simulating Longitudinal Data with Causal Inference Applications 
SimComp,2.2,Simultaneous Comparisons for Multiple Endpoints 
SimCorMultRes,1.4.2,Simulates Correlated Multinomial Responses 
simctest,2.5,Safe Implementation of Monte Carlo Tests 
SimDesign,1.6,Structure for Organizing Monte Carlo Simulation Designs 
simecol,0.8-7,Simulation of Ecological (and Other) Dynamic Systems 
simEd,1.0.1,Simulation Education 
simest,0.4,Constrained Single Index Model Estimation 
simex,1.5,SIMEX- and MCSIMEX-Algorithm for measurement error models 
simexaft,1.0.7,simexaft 
simFrame,0.5.3,Simulation framework 
simglm,0.5.0,Simulate Models Based on the Generalized Linear Model 
SimHaz,0.1,Simulated Survival and Hazard Analysis for Time-Dependent Exposure
SimilarityMeasures,1.4,Trajectory Similarity Measures 
Simile,1.3.3,Interact with Simile Models 
SimInf,4.0.0,A Framework for Data-Driven Stochastic Disease Spread Simulations
simLife,0.3,Simulation of Fatigue Lifetimes 
simmer,3.6.1,Discrete-Event Simulation for R 
simmer.plot,0.1.9,Plotting Methods for 'simmer' 
simMP,0.17.3,Simulate Somatic Mutations in Cancer Genomes from Mutational Processes
simmr,0.3,A Stable Isotope Mixing Model 
SIMMS,1.0.2,Subnetwork Integration for Multi-Modal Signatures 
simMSM,1.1.41,Simulation of Event Histories for Multi-State Models 
simone,1.0-3,Statistical Inference for MOdular NEtworks (SIMoNe) 
simPATHy,0.2,A Method for Simulating Data from Perturbed Biological Pathways 
simPH,1.3.10,Tools for Simulating and Plotting Quantities of Interest Estimated from Cox Proportional Hazards Models
SimPhe,0.1.1,Tools to Simulate Phenotype(s) with Epistatic Interaction 
simpleboot,1.1-3,Simple Bootstrap Routines 
simplegraph,1.0.0,Simple Graph Data Types and Basic Algorithms 
simpleNeural,0.1.1,An Easy to Use Multilayer Perceptron 
simpleRCache,0.3.2,Simple R Cache 
simpleSetup,0.1.0,Set Up R Source Code Files for Use on Multiple Machines 
SimpleTable,0.1-2,Bayesian Inference and Sensitivity Analysis for Causal Effects from 2 x 2 and 2 x 2 x K Tables in the Presence of Unmeasured
simplexreg,1.3,Regression Analysis of Proportional Data Using Simplex Distribution
SimplicialCubature,1.2,Integration of Functions Over Simplices 
simplr,0.1-1,Basic Symbolic Expression Simplification 
simPop,0.6.0,Simulation of Synthetic Populations for Survey Data Considering Auxiliary Information
Simpsons,0.1.0,Detecting Simpson's Paradox 
simputation,0.2.2,Simple Imputation 
simr,1.0.2,Power Analysis for Generalised Linear Mixed Models by Simulation 
SimRAD,0.96,Simulations to Predict the Number of RAD and GBS Loci 
SimReg,3.0,Similarity Regression 
simrel,1.0-1,Linear Model Data Simulation and Design of Computer Experiments 
SiMRiv,0.9.1,Individual-Based, Spatially-Explicit Simulation and Analysis of Multi-State Movements in River Networks and Heterogeneous
simsalapar,1.0-9,Tools for Simulation Studies in Parallel 
SimSCRPiecewise,0.1.1,'Simulates Univariate and Semi-Competing Risks Data Given Covariates and Piecewise Exponential Baseline Hazards'
simsem,0.5-13,SIMulated Structural Equation Modeling 
SimSeq,1.4.0,Nonparametric Simulation of RNA-Seq Data 
simstudy,0.1.2,Simulation of Study Data 
simSummary,0.1.0,Simulation summary 
simTool,1.0.3,Conduct Simulation Studies with a Minimal Amount of Source Code 
SimuChemPC,1.3,Simulation process of 4 selection methods in predicting chemical potent compounds
simulator,0.2.0,An Engine for Running Simulations 
simule,1.1.0,A Constrained L1 Minimization Approach for Estimating Multiple Sparse Gaussian or Nonparanormal Graphical Models
SimultAnR,1.1,Correspondence and Simultaneous Analysis 
SIN,0.6,A SINful Approach to Selection of Gaussian Graphical Markov Models
sinaplot,1.1.0,An Enhanced Chart for Simple and Truthful Representation of Single Observations over Multiple Classes
sinew,0.2.0,Create 'roxygen2' Skeleton with Information from Function Script 
sinib,1.0.0,Sum of Independent Non-Identical Binomial Random Variables 
SinIW,0.2,The SinIW Distribution 
siplab,1.2,Spatial Individual-Plant Modelling 
sirad,2.3-3,Functions for Calculating Daily Solar Radiation and Evapotranspiration
siRSM,1.1,Single-Index Response Surface Models 
sirt,2.0-25,Supplementary Item Response Theory Models 
SIS,0.8-4,Sure Independence Screening 
sisal,0.46,Sequential Input Selection Algorithm 
SISIR,0.1,Sparse Interval Sliced Inverse Regression 
sisus,3.9-13,SISUS: Stable Isotope Sourcing using Sampling 
sisVIVE,1.3,Some Invalid Some Valid Instrumental Variables Estimator 
sitar,1.0.9,Super Imposition by Translation and Rotation Growth Curve Analysis
sitmo,1.1.0,Parallel Pseudo Random Number Generator (PPRNG) 'sitmo' Header Files
sitools,1.4,Format a number to a string with SI prefix 
sitree,0.1-1,Single Tree Simulator 
sivipm,1.1-3,Sensitivity Indices with Dependent Inputs 
SixSigma,0.9-4,Six Sigma Tools for Quality Control and Improvement 
SizeEstimation,1.1.1,Estimating the Sizes of Populations at Risk of HIV Infection from Multiple Data Sources Using a Bayesian Hierarchical Model
sizeMat,0.3.0,Estimate Size at Sexual Maturity 
SiZer,0.1-4,SiZer: Significant Zero Crossings 
sjdbc,1.6.0,JDBC Driver Interface 
sjmisc,2.4.0,Data Transformation and Labelled Data Utility Functions 
sjPlot,2.3.1,Data Visualization for Statistics in Social Science 
sjstats,0.10.0,Collection of Convenient Functions for Common Statistical Computations
SKAT,1.3.0,SNP-Set (Sequence) Kernel Association Test 
skda,0.1,Sparse (Multicategory) Kernel Discriminant Analysis 
skeleSim,0.9.5,Genetic Simulation Engine 
skeletor,1.0.4,An R Package Skeleton Generator 
skellam,0.2.0,Densities and Sampling for the Skellam Distribution 
SkewHyperbolic,0.3-2,The Skew Hyperbolic Student t-Distribution 
skewt,0.1,The Skewed Student-t Distribution 
Skillings.Mack,1.10,The Skillings-Mack Test Statistic for Block Designs with Missing Observations
skm,0.1.5.4,Selective k-Means 
skmeans,0.2-10,Spherical k-Means Clustering 
Sky,1.0,Canopy Openness Analyzer Package 
SkyWatchr,0.5-1,Wrapper for the SkyWatch API 
sla,0.1,Two-Group Straight Line ANCOVA 
slackr,1.4.2,Send Messages, Images, R Objects and Files to 'Slack' Channels/Users
slam,0.1-40,Sparse Lightweight Arrays and Matrices 
SLC,0.3,Slope and level change 
sld,0.3.2,Estimation and Use of the Quantile-Based Skew Logistic Distribution
SLDAssay,1.6,Software for Analyzing Limiting Dilution Assays 
sleekts,1.0.2,4253H, Twice Smoothing 
Sleuth2,2.0-4,Data Sets from Ramsey and Schafer's "Statistical Sleuth (2nd Ed)"
Sleuth3,1.0-2,Data Sets from Ramsey and Schafer's "Statistical Sleuth (3rd Ed)"
slfm,0.2.2,Tools for Fitting Sparse Latent Factor Model 
SLHD,2.1-1,Maximin-Distance (Sliced) Latin Hypercube Designs 
slickR,0.1.0,Create Interactive Carousels with the JavaScript 'Slick' Library 
slim,0.1.1,Singular Linear Models for Longitudinal Data 
slimrec,0.1.0,Sparse Linear Method to Predict Ratings and Top-N Recommendations
SLOPE,0.1.3,Sorted L1 Penalized Estimation (SLOPE) 
slp,1.0-5,Discrete Prolate Spheroidal (Slepian) Sequence Regression Smoothers
sm,2.2-5.4,Smoothing methods for nonparametric regression and density estimation
smaa,0.2-5,Stochastic Multi-Criteria Acceptability Analysis 
smac,1.0,Sparse Multi-category Angle-Based Large-Margin Classifiers 
smacof,1.9-6,Multidimensional Scaling 
smacpod,1.4.1,Statistical Methods for the Analysis of Case-Control Point Data 
smallarea,0.1,Fits a Fay Herriot Model 
smam,0.3-0,Statistical Modeling of Animal Movements 
smapr,0.1.0,Acquisition and Processing of NASA Soil Moisture Active-Passive (SMAP) Data
smart,1.0.1,Sparse Multivariate Analysis via Rank Transformation 
SmarterPoland,1.7,Tools for Accessing Various Datasets Developed by the Foundation SmarterPoland.pl
SmartSifter,0.1.0,Online Unsupervised Outlier Detection Using Finite Mixtures with Discounting Learning Algorithms
SmartSVA,0.1.3,Implementation of Smart SVA 
smatr,3.4-3,(Standardised) Major Axis Estimation and Testing Routines 
smbinning,0.3,Optimal Binning for Scoring Modeling 
SMC,1.1,Sequential Monte Carlo (SMC) Algorithm 
smcfcs,1.2.1,Multiple Imputation of Covariates by Substantive Model Compatible Fully Conditional Specification
smco,0.1,A simple Monte Carlo optimizer using adaptive coordinate sampling
SMCP,1.1.3,Smoothed minimax concave penalization (SMCP) method for genome-wide association studies
SMCRM,0.0-3,Data Sets for Statistical Methods in Customer Relationship Management by Kumar and Petersen (2012)
smcure,2.0,Fit Semiparametric Mixture Cure Models 
smcUtils,0.2.2,Utility functions for sequential Monte Carlo 
smdata,1.1,Data to accompany Smithson &amp; Merkle, 2013 
smdc,0.0.2,Document Similarity 
smds,1.0,Symbolic Multidimensional Scaling 
sme,0.8,Smoothing-splines Mixed-effects Models 
smerc,0.2.2,Statistical Methods for Regional Counts 
SMFI5,1.0,R functions and data from Chapter 5 of 'Statistical Methods for Financial Engineering'
smfsb,1.1,SMfSB 2e: Stochastic Modelling for Systems Biology, second edition
SMIR,0.02,Companion to Statistical Modelling in R 
smirnov,1.0-1,Provides two taxonomic coefficients from E. S. Smirnov "Taxonomic analysis" (1969) book
Smisc,0.3.6,Sego Miscellaneous 
SmithWilsonYieldCurve,1.0.1,Smith-Wilson Yield Curve Construction 
SML,0.1,Statistical Machine Learning 
SMLoutliers,0.1,Outlier Detection Using Statistical and Machine Learning Methods 
SMMA,1.0.1,Soft Maximin Estimation for Large Scale Array-Tensor Models 
SMNCensReg,3.0,Fitting Univariate Censored Regression Model Under the Family of Scale Mixture of Normal Distributions
smnet,2.1.1,Smoothing for Stream Network Data 
smoof,1.5,Single and Multi-Objective Optimization Test Functions 
smooth,1.9.9,Forecasting Using Smoothing Functions 
smoothAPC,0.1,Smoothing of Two-Dimensional Demographic Data, Optionally Taking into Account Period and Cohort Effects
smoother,1.1,Functions Relating to the Smoothing of Numerical Data 
SmoothHazard,1.4.0,Estimation of Smooth Hazard Models for Interval-Censored Data with Applications to Survival and Illness-Death Models
smoothHR,1.0.2,Smooth Hazard Ratio Curves Taking a Reference Value 
smoothie,1.0-1,Two-dimensional Field Smoothing 
smoothmest,0.1-2,Smoothed M-estimators for 1-dimensional location 
smoothSurv,1.6,Survival Regression with Smoothed Error Distribution 
smoothtail,2.0.5,Smooth Estimation of GPD Shape Parameter 
smotefamily,1.0,A Collection of Oversampling Techniques for Class Imbalance Problem Based on SMOTE
SMPracticals,1.4-2,Practicals for use with Davison (2003) Statistical Models 
SMR,2.0.1,Externally Studentized Midrange Distribution 
sms,2.3.1,Spatial Microsimulation 
smss,1.0-2,Datasets for Agresti and Finlay's "Statistical Methods for the Social Sciences"
SMVar,1.3.3,Structural Model for variances 
sn,1.5-0,The Skew-Normal and Related Distributions, such as the Skew-t 
sna,2.4,Tools for Social Network Analysis 
snakecase,0.4.0,Convert Strings into any Case 
SnakeCharmR,1.0.6,R and Python Integration 
snapshot,0.1.2,Gadget N-body cosmological simulation code snapshot I/O utilities
SNFtool,2.2,Similarity Network Fusion 
snht,1.0.4,Standard Normal Homogeneity Test 
snipEM,1.0,Snipping methods for robust estimation and clustering 
snn,1.1,Stabilized Nearest Neighbor Classifier 
snow,0.4-2,Simple Network of Workstations 
SnowballC,0.5.1,Snowball stemmers based on the C libstemmer UTF-8 library 
snowboot,0.5.2,Bootstrap Methods for Network Inference 
snowfall,1.84-6.1,Easier cluster computing (based on snow) 
snowFT,1.5-0,Fault Tolerant Simple Network of Workstations 
snp.plotter,0.5.1,snp.plotter 
snpar,1.0,Supplementary Non-parametric Statistics Methods 
SNPassoc,1.9-2,SNPs-based whole genome association studies 
snpEnrichment,1.7.0,SNPs Enrichment Analysis 
snplist,0.17,Tools to Create Gene Sets 
sNPLS,0.1.8,NPLS Regression with L1 Penalization 
SNPmaxsel,1.0-3,Maximally selected statistics for SNP data 
SNPMClust,1.3,Bivariate Gaussian Genotype Clustering and Calling for Illumina Microarrays
snpRF,0.4,Random Forest for SNPs to Prevent X-chromosome SNP Importance Bias
snpStatsWriter,1.5-6,Flexible writing of snpStats objects to flat files 
SNPtools,1.1,Accessing, subsetting and plotting mouse SNPs 
sns,1.1.2,Stochastic Newton Sampler (SNS) 
SNscan,1.0,Scan Statistics in Social Networks 
SNSequate,1.3.0,Standard and Nonstandard Statistical Models and Methods for Test Equating
SOAR,0.99-11,Memory management in R by delayed assignments 
soc.ca,0.7.3,Specific Correspondence Analysis for the Social Sciences 
SocialMediaLab,0.23.2,Tools for Collecting Social Media Data and Generating Networks for Analysis
SocialMediaMineR,0.4,A Social Media Search and Analytic Tool 
SocialNetworks,1.1,Generates social networks based on distance 
SocialPosition,1.0.1,Social Position Indicators Construction Toolbox 
SOD,1.0,SOD for multidimensional scaling 
SoDA,1.0-6,Functions and Examples for "Software for Data Analysis" 
sodavis,1.0,SODA: Main and Interaction Effects Selection for Discriminant Analysis and Logistic Regression
SODC,1.0,Optimal Discriminant Clustering(ODC) and Sparse Optimal Discriminant Clustering(SODC)
sodium,1.1,A Modern and Easy-to-Use Crypto Library 
sofa,0.2.0,Connector to 'CouchDB' 
Sofi,0.16.4.8,Interfaz interactiva con fines didacticos 
SOFIA,1.0,Making Sophisticated and Aesthetical Figures in R 
softclassval,1.0-20160527,Soft Classification Performance Measures 
SoftClustering,1.1502,Soft Clustering Algorithms 
softImpute,1.4,Matrix Completion via Iterative Soft-Thresholded SVD 
softmaxreg,1.2,Training Multi-Layer Neural Network for Softmax Regression and Classification
SOIL,1.0,Sparsity Oriented Importance Learning 
soil.spec,2.1.4,Soil Spectroscopy Tools and Reference Models 
soilcarbon,1.0.0,Tools to Analyze Soil Carbon Database Created by Powell Center Working Group
soilDB,1.8-7,Soil Database Interface 
soilphysics,3.1,Soil Physical Analysis 
soilprofile,1.0,A package to consistently represent soil properties along a soil profile
SoilR,1.1-23,Models of Soil Organic Matter Decomposition 
soiltexture,1.4.1,Functions for Soil Texture Plot, Classification and Transformation
soilwater,1.0.2,Implementation of Parametric Formulas for Soil Water Retention or Conductivity Curve
solaR,0.44,Radiation and Photovoltaic Systems 
solarius,0.3.0.2,An R Interface to SOLAR 
solarPos,1.0,Solar Position Algorithm for Solar Radiation Applications 
solidearthtide,1.0.2,Solid Earth Tide Computation 
SOLOMON,1.0-1,Parentage analysis 
solr,0.1.6,General Purpose R Interface to Solr 
solrium,0.4.0,General Purpose R Interface to 'Solr' 
solvebio,0.3.0,The Official SolveBio API Client for R 
som,0.3-5.1,Self-Organizing Map 
som.nn,1.1.0,Topological k-NN Classifier Based on Self-Organising Maps 
soma,1.1.1,General-Purpose Optimisation With the Self-Organising Migrating Algorithm
SOMbrero,1.2,SOM Bound to Realize Euclidean and Relational Outputs 
somebm,0.1,some Brownian motions simulation functions 
someKfwer,1.2,Controlling the Generalized Familywise Error Rate 
someMTP,1.4.1,Some Multiple Testing Procedures 
sommer,2.7,Solving Mixed Model Equations in R 
somplot,1.6.4,Visualisation of hexagonal Kohonen maps 
sonar,1.0.2,Fundamental Formulas for Sonar 
sonicLength,1.4.4,Estimating Abundance of Clones from DNA fragmentation data 
sonify,0.0-1,Data Sonification - Turning Data into Sound 
soobench,1.0-73,Single Objective Optimization Benchmark Functions 
sophisthse,0.7.0,Load Russian Economic Indicators from the Archive of Economic and Social Data
SOPIE,1.5,Non-Parametric Estimation of the Off-Pulse Interval of a Pulsar 
soql,0.1.1,Helps Make Socrata Open Data API Calls 
SOR,0.23.0,Estimation using Sequential Offsetted Regression 
SortableHTMLTables,0.1-3,Turns a data frame into an HTML file containing a sortable table
sortinghat,0.1,sortinghat 
sorvi,0.7.26,Finnish Open Government Data Toolkit 
sos,1.4-1,Search Contributed R Packages, Sort by Package 
sos4R,0.2-11,An R client for the OGC Sensor Observation Service 
sotkanet,0.9.48,Sotkanet Open Data Access and Analysis 
sotu,1.0.2,United States Presidential State of the Union Addresses 
sound,1.4.4,A Sound Interface for R 
soundecology,1.3.2,Soundscape Ecology 
SoundexBR,1.2,Phonetic-Coding for Portuguese 
SOUP,1.1,Stochastic Ordering Using Permutations (and Pairwise Comparisons)
source.gist,1.0.0,Read R code from a GitHub Gist 
sourceR,1.0.1,Fits a Non-Parametric Bayesian Source Attribution Model 
sourcetools,0.1.6,Tools for Reading, Tokenizing and Parsing R Code 
SoyNAM,1.3,Soybean Nested Association Mapping Dataset 
sp,1.2-4,Classes and Methods for Spatial Data 
sp23design,0.9,Design and Simulation of seamless Phase II-III Clinical Trials 
sp500SlidingWindow,0.1.0,Sliding Window Investment Analysis 
spa,2.0,Implements The Sequential Predictions Algorithm 
SPA3G,1.0,SPA3G: R package for the method of Li and Cui (2012) 
spaa,0.2.2,SPecies Association Analysis 
SpaCCr,0.1.0,Spatial Convex Clustering 
space,0.1-1,Sparse PArtial Correlation Estimation 
SPACECAP,1.1.0,A Program to Estimate Animal Abundance and Density using Bayesian Spatially-Explicit Capture-Recapture Models
spaceExt,1.0,Extension of SPACE 
spacejam,1.1,Sparse conditional graph estimation with joint additive models 
spacetime,1.2-0,Classes and Methods for Spatio-Temporal Data 
spacodiR,0.13.0115,Spatial and Phylogenetic Analysis of Community Diversity 
spacom,1.0-5,Spatially Weighted Context Data for Multilevel Modelling 
spacyr,0.9.0,R Wrapper to the spaCy NLP Library 
SPADAR,1.0,Spherical Projections of Astronomical Data 
spAddins,0.1.7,A Set of RStudio Addins 
SpadeR,0.1.1,Species-Richness Prediction and Diversity Estimation with R 
SpaDES,1.3.1,Develop and Run Spatially Explicit Discrete Event Simulation Models
spaero,0.2.0,Software for Project AERO 
spam,1.4-0,SPArse Matrix 
spaMM,2.1.0,Mixed-Effect Models, Particularly Spatial Models 
spanel,0.1,Spatial Panel Data Models 
spant,0.2.0,MR Spectroscopy Analysis Tools 
SPAr,0.1,Perform rare variants association analysis based on summation of partition approaches
sparc,0.9.0,Semiparametric Generalized Linear Models 
sparcl,1.0.3,Perform sparse hierarchical clustering and sparse k-means clustering
spareserver,1.0.1,Client Side Load Balancing 
spark,1.0.1,Sparklines in the 'R' Terminal 
spark.sas7bdat,1.2,Read in 'SAS' Data ('.sas7bdat' Files) into 'Apache Spark' 
sparkline,2.0,'jQuery' Sparkline 'htmlwidget' 
sparklyr,0.5.5,R Interface to Apache Spark 
sparkTable,1.3.0,Sparklines and Graphical Tables for TeX and HTML 
sparktex,0.1,Generate LaTeX sparklines in R 
sparkwarc,0.1.1,Load WARC Files into Apache Spark 
SPARQL,1.16,SPARQL client 
sparr,0.3-8,SPAtial Relative Risk 
sparseBC,1.1,Sparse Biclustering of Transposable Data 
sparsebn,0.0.4,Learning Sparse Bayesian Networks from High-Dimensional Data 
sparsebnUtils,0.0.4,Utilities for Learning Sparse Bayesian Networks 
SparseDC,0.1.5,Implementation of SparseDC Algorithm 
SparseFactorAnalysis,1.0,Scaling Count and Binary Data with Sparse Factor Analysis 
sparseFLMM,0.1.0,Functional Linear Mixed Models for Irregularly or Sparsely Sampled Data
SparseGrid,0.8.2,Sparse grid integration in R 
sparseHessianFD,0.3.3,Numerical Estimation of Sparse Hessians 
sparseLDA,0.1-9,Sparse Discriminant Analysis 
SparseLearner,1.0-2,Sparse Learning Algorithms Using a LASSO-Type Penalty for Coefficient Estimation and Model Prediction
sparseLTSEigen,0.2.0,RcppEigen back end for sparse least trimmed squares regression 
SparseM,1.77,Sparse Linear Algebra 
sparseMVN,0.2.1,Multivariate Normal Functions for Sparse Covariance and Precision Matrices
sparsenet,1.2,Fit sparse linear regression models via nonconvex optimization 
sparsepp,0.1.1,'Rcpp' Interface to 'sparsepp' 
sparsereg,1.2,Sparse Bayesian Models for Regression, Subgroup Analysis, and Panel Data
sparseSEM,2.5,Sparse-aware Maximum Likelihood for Structural Equation Models 
sparsestep,1.0.0,SparseStep Regression 
sparsesvd,0.1-1,Sparse Truncated Singular Value Decomposition (from 'SVDLIBC') 
sparseSVM,1.1-2,Solution Paths of Sparse Linear Support Vector Machine with Lasso or ELastic-Net Regularization
SparseTSCGM,2.5,Sparse Time Series Chain Graphical Models 
sparsevar,0.0.10,A Package for Sparse VAR/VECM Estimation 
spartan,2.3,Simulation Parameter Analysis R Toolkit ApplicatioN: Spartan 
spass,1.0,Study Planning and Adaptation of Sample Size 
spatcounts,1.1,Spatial count regression 
spate,1.5,Spatio-Temporal Modeling of Large Data Using a Spectral SPDE Approach
SPAtest,1.1.0,Score Test Based on Saddlepoint Approximation 
spatgraphs,3.0,Graph Edge Computations for Spatial Point Patterns 
spatial,7.3-11,Functions for Kriging and Point Pattern Analysis 
spatial.gev.bma,1.0,Hierarchical spatial generalized extreme value (GEV) modeling with Bayesian Model Averaging (BMA)
spatial.tools,1.4.8,R functions for working with spatial data 
SpatialAcc,0.1,Spatial Accessibility Measures 
spatialClust,1.1.1,Spatial Clustering using Fuzzy Geographically Weighted Clustering
spatialCovariance,0.6-9,Computation of Spatial Covariance Matrices for Data on Rectangles
spatialEco,0.1-7,Spatial Analysis and Modelling 
SpatialEpi,1.2.2,Methods and Data for Spatial Epidemiology 
SpatialEpiApp,0.1,A Shiny Web Application for the Analysis of Spatial and Spatio-Temporal Disease Data
SpatialExtremes,2.0-2,Modelling Spatial Extremes 
spatialfil,0.15,Application of 2D Convolution Kernel Filters to Matrices or 3D Arrays
spatialnbda,1.0,Performs spatial NBDA in a Bayesian context 
SpatialNP,1.1-1,Multivariate nonparametric methods based on spatial signs and ranks
SpatialPack,0.2-3,Package for analysis of spatial data 
SpatialPosition,1.1.1,Spatial Position Models 
spatialprobit,0.9-11,Spatial Probit Models 
spatialsegregation,2.44,Segregation Measures for Multitype Spatial Point Patterns 
spatialTailDep,1.0.2,Estimation of spatial tail dependence models 
SpatialTools,1.0.2,Tools for Spatial Data Analysis 
SpatialVx,0.6-1,Spatial Forecast Verification 
SpaTimeClus,1.0,Model-Based Clustering of Spatio-Temporal Data 
SpatioTemporal,1.1.7,Spatio-Temporal Model Estimation 
SpatMCA,1.0.0.2,Regularized Spatial Maximum Covariance Analysis 
SpatPCA,1.1.1.2,Regularized Principal Component Analysis for Spatial Data 
SpATS,1.0-5,Spatial Analysis of Field Trials with Splines 
spatstat,1.51-0,Spatial Point Pattern Analysis, Model-Fitting, Simulation, Tests 
spatstat.local,3.5-6,Extension to 'spatstat' for Local Composite Likelihood 
spatstat.utils,1.6-0,Utility Functions for 'spatstat' 
spatsurv,1.1,Bayesian Spatial Survival Analysis with Parametric Proportional Hazards Models
spbabel,0.4.7,Convert Spatial Data Using Tidy Tables 
spBayes,0.4-0,Univariate and Multivariate Spatial-Temporal Modeling 
spBayesSurv,1.1.1,Bayesian Modeling and Analysis of Spatially Correlated Survival Data
spc,0.5.3,Statistical Process Control &ndash; Collection of Some Useful Functions
spcadjust,1.1,Functions for Calibrating Control Charts 
SPCALDA,1.0,A New Reduced-Rank Linear Discriminant Analysis Method 
spcosa,0.3-6,Spatial Coverage Sampling and Random Sampling from Compact Geographical Strata
spcov,1.01,Sparse Estimation of a Covariance Matrix 
spcr,2.0,Sparse Principal Component Regression 
spd,2.0-1,Semi Parametric Distribution 
spdep,0.6-13,Spatial Dependence: Weighting Schemes, Statistics and Models 
spdownscale,0.1.0,Spatial Downscaling Using Bias Correction Approach 
spdplyr,0.1.2,Data Manipulation Verbs for the Spatial Classes 
spduration,0.16.0,Split-Population Duration (Cure) Regression 
spdynmod,1.1.3,Spatio-Dynamic Wetland Plant Communities Model 
spe,1.1.2,Stochastic Proximity Embedding 
speaq,2.0.0,Tools for Nuclear Magnetic Resonance (NMR) Spectra Alignment, Peak Based Processing, Quantitative Analysis and Visualizations
spec,0.1.3,A Data Specification Format and Interface 
speccalt,0.1.1,Alternative spectral clustering, with automatic estimation of k 
SpecHelpers,0.2.2,Spectroscopy Related Utilities 
SPECIES,1.0,Statistical package for species richness estimation 
speciesgeocodeR,1.0-4,Prepare Species Distributions for the Use in Phylogenetic Analyses
SpeciesMix,0.3.4,Fit Mixtures of Archetype Species 
specificity,0.1.1,Specificity of personality trait-outcome (or trait-trait) associations
specmine,1.0,Metabolomics and Spectral Data Analysis and Mining 
SpecsVerification,0.5-2,Forecast Verification Routines for Ensemble Forecasts of Weather and Climate
spectral,1.0.1,Common Methods of Spectral Data Analysis 
spectral.methods,0.7.2.133,Singular Spectrum Analysis (SSA) Tools for Time Series Analysis 
spectralGP,1.3.3,Approximate Gaussian Processes Using the Fourier Basis 
SpectralMap,1.0,Diffusion Map and Spectral Map 
spectrino,1.6.0,Spectra Visualization, Organizer and Data Preparation 
SPEDInstabR,1.3,Estimation of the Relative Importance of Factors Affecting Species Distribution Based on Stability Concept
speedglm,0.3-2,Fitting Linear and Generalized Linear Models to Large Data Sets 
spef,1.0-3,Semiparametric Estimating Functions 
speff2trial,1.0.4,Semiparametric efficient estimation for a two-sample treatment effect
SPEI,1.6,Calculation of the Standardised Precipitation-Evapotranspiration Index
spellcheckr,0.1.2,Correct the Spelling of a Given Word in the English Language 
sperich,1.5-7,Auxiliary Functions to Estimate Centers of Biodiversity 
sperrorest,1.0.0,Perform Spatial Error Estimation and Variable Importance in Parallel
spex,0.3.0,Spatial Extent as Polygons with Projection 
spfrontier,0.2.3,Spatial Stochastic Frontier Models 
spftir,0.1.0,Pre-Processing and Analysis of Mid-Infrared Spectral Region 
spgrass6,0.8-9,Interface Between GRASS 6+ Geographical Information System and R 
spgs,1.0,Statistical Patterns in Genomic Sequences 
spgwr,0.6-31,Geographically Weighted Regression 
sphereplot,1.5,Spherical plotting 
SphericalCubature,1.3,Numerical Integration over Spheres and Balls in n-Dimensions; Multivariate Polar Coordinates
SphericalK,1.2,Spherical K-Function 
sphet,1.6,Estimation of spatial autoregressive models with and without heteroskedastic innovations
spi,1.1,Compute SPI index 
SPIAssay,1.1.0,A Genetic-Based Assay for the Identification of Cell Lines 
spiders,1.2,Fits Predator Preferences Model 
SPIGA,1.0.0,Compute SPI Index using the Methods Genetic Algorithm and Maximum Likelihood
spikes,1.1,Detecting Election Fraud from Irregularities in Vote-Share Distributions
spikeslab,1.1.5,Prediction and variable selection using spike and slab regression
spikeSlabGAM,1.1-11,Bayesian Variable Selection and Model Choice for Generalized Additive Mixed Models
SPIn,1.1,Simulation-efficient Shortest Probability Intervals 
spind,2.0.1,Spatial Methods and Indices 
spinyReg,0.1-0,Sparse Generative Model and Its EM Algorithm 
splancs,2.01-40,Spatial and Space-Time Point Pattern Analysis 
splines2,0.2.5,Regression Spline Functions and Classes Too 
splitfngr,0.1.1,Combined Evaluation and Split Access of Functions 
splithalf,0.2.0,Calculate Task Split Half Reliability Estimates 
splitstackshape,1.4.2,Stack and Reshape Datasets After Splitting Concatenated Values 
splm,1.4-6,Econometric Models for Spatial Panel Data 
spls,2.2-1,Sparse Partial Least Squares (SPLS) Regression and Classification
splus2R,1.2-2,Supplemental S-PLUS Functionality in R 
splusTimeDate,2.5.0-137,Times and Dates from S-PLUS 
